,title,year,month,genre,duration,country,language,budget,total_gross,net_income,critic_reviews,user_reviews,metascore,meta_hit
22331,La donna esplosiva,1985,8,"Comedy, Romance, Sci-Fi",94,USA,English,7500000,38934048,31434048,91.0,178.0,46.0,0
22342,Witness - Il testimone,1985,5,"Crime, Drama, Romance",112,USA,"English, German",12000000,68706993,56706993,102.0,215.0,76.0,1
22349,L'anno del dragone,1985,10,"Action, Crime, Drama",134,USA,"Mandarin, English, Cantonese, Vietnamese, Polish",24000000,18707466,-5292534,67.0,84.0,58.0,0
22353,Piramide di paura,1985,2,"Adventure, Fantasy, Mystery",109,USA,English,18000000,19739575,1739575,78.0,103.0,65.0,0
22376,8 milioni di modi per morire,1986,6,"Action, Crime, Drama",115,USA,"English, Spanish",18000000,1305114,-16694886,43.0,43.0,29.0,0
22384,A proposito della notte scorsa...,1986,10,"Comedy, Drama, Romance",113,USA,English,8500000,38702310,30202310,44.0,88.0,70.0,0
22406,Pazzi da legare,1986,7,"Action, Comedy, Crime",88,USA,English,12000000,15945534,3945534,16.0,39.0,17.0,0
22409,A distanza ravvicinata,1986,11,"Crime, Drama",111,USA,English,6500000,2347000,-4153000,44.0,106.0,67.0,0
22416,A scuola con papà,1986,3,"Comedy, Romance, Sport",96,USA,English,11000000,91258000,80258000,32.0,90.0,68.0,0
22420,I 5 della squadra d'assalto,1986,8,"Action, Crime, Drama",109,USA,English,8700000,4865912,-3834088,26.0,24.0,34.0,0
22423,Tempi migliori,1986,1,"Comedy, Drama, Sport",104,USA,English,12000000,7817314,-4182686,21.0,47.0,57.0,0
22426,Grosso guaio a Chinatown,1986,9,"Action, Adventure, Comedy",99,USA,"English, Cantonese",25000000,11100374,-13899626,223.0,397.0,53.0,0
22430,La vedova nera,1987,4,"Crime, Drama, Thriller",102,USA,English,10500000,25205460,14705460,39.0,69.0,70.0,0
22434,Blue City,1986,5,"Action, Crime, Drama",83,USA,English,10000000,6947787,-3052213,16.0,15.0,18.0,0
22435,Velluto blu,1986,10,"Drama, Mystery, Thriller",120,USA,English,6000000,8617408,2617408,227.0,755.0,76.0,1
22446,Ricordi di Brighton Beach,1986,12,Comedy,108,USA,English,18000000,11957943,-6042057,12.0,22.0,54.0,0
22460,Figli di un dio minore,1986,3,"Drama, Romance",119,USA,"English, American Sign Language",10500000,31853080,21353080,32.0,72.0,80.0,1
22469,Club Paradise,1986,7,Comedy,96,USA,English,15000000,12308521,-2691479,13.0,43.0,40.0,0
22472,Il colore dei soldi,1986,2,"Drama, Sport",119,USA,"English, Spanish",13800000,52293982,38493982,68.0,141.0,77.0,1
22480,Critters - Gli extraroditori,1986,6,"Comedy, Horror, Sci-Fi",86,USA,English,2000000,13167232,11167232,101.0,135.0,52.0,0
22508,Su e giù per Beverly Hills,1986,9,Comedy,103,USA,English,14000000,62134225,48134225,25.0,51.0,82.0,1
22535,Una pazza giornata di vacanza,1986,12,Comedy,103,USA,"English, German",6000000,70712677,64712677,137.0,593.0,61.0,0
22541,Il tempio di fuoco,1986,3,"Action, Adventure, Comedy",105,USA,"English, Hungarian, Spanish",8000000,11949484,3949484,42.0,49.0,37.0,0
22542,Navigator,1986,1,"Adventure, Comedy, Family",90,USA,English,9000000,18564613,9564613,85.0,127.0,64.0,0
22551,Venerdì 13: parte VI - Jason vive,1986,8,"Horror, Thriller",86,USA,English,3000000,19472057,16472057,189.0,342.0,30.0,0
22573,Il bambino d'oro,1986,3,"Action, Adventure, Comedy",94,USA,English,25000000,79817937,54817937,35.0,87.0,37.0,0
22577,Basil l'investigatopo,1986,4,"Animation, Adventure, Family",74,USA,"English, French, German, Italian",14000000,38625550,24625550,72.0,125.0,73.0,0
22580,Gung Ho - Arrivano i giapponesi,1986,7,"Comedy, Drama",112,USA,English,18000000,36611610,18611610,12.0,58.0,48.0,0
22584,Hannah e le sue sorelle,1986,5,"Comedy, Drama",107,USA,English,6400000,40084041,33684041,82.0,187.0,90.0,1
22590,Gunny,1986,3,"Drama, War",130,USA,"English, Spanish",15000000,42724017,27724017,38.0,136.0,53.0,0
22591,Heartburn - Affari di cuore,1986,10,"Comedy, Drama",108,USA,English,20000000,25314189,5314189,18.0,54.0,49.0,0
22597,The Hitcher - La lunga strada della paura,1986,12,"Action, Thriller",97,USA,"English, French",6000000,5844868,-155132,110.0,268.0,32.0,0
22603,Chi è sepolto in quella casa?,1985,8,"Comedy, Fantasy, Horror",93,USA,English,3000000,19444631,16444631,117.0,147.0,44.0,0
22604,Howard e il destino del mondo,1986,12,"Action, Adventure, Comedy",110,USA,English,37000000,37962774,962774,109.0,332.0,28.0,0
22619,Invaders,1986,12,"Horror, Sci-Fi",100,USA,English,12000000,4884663,-7115337,68.0,82.0,56.0,0
22647,King Kong 2,1986,12,"Action, Adventure",105,USA,English,10000000,4711220,-5288780,47.0,69.0,32.0,0
22663,Pericolosamente insieme,1986,11,"Comedy, Crime, Romance",116,USA,English,40000000,93151591,53151591,21.0,39.0,57.0,0
22671,La piccola bottega degli orrori,1986,9,"Comedy, Horror, Musical",94,USA,English,25000000,38982260,13982260,84.0,195.0,81.0,1
22682,Lucas,1986,3,"Comedy, Drama, Romance",100,USA,English,6000000,8200000,2200000,23.0,66.0,75.0,1
22693,Gioco mortale,1986,6,"Sci-Fi, Thriller",117,USA,English,18000000,3900000,-14100000,26.0,45.0,61.0,0
22694,Manhunter - Frammenti di un omicidio,1986,3,"Crime, Horror, Mystery",120,USA,English,15000000,8620929,-6379071,156.0,503.0,75.0,1
22700,Brivido,1986,10,"Action, Comedy, Horror",98,USA,English,10000000,7433663,-2566337,111.0,232.0,24.0,0
22718,"Casa, dolce casa?",1986,9,Comedy,91,USA,"English, Spanish, Chinese, Russian, Portuguese",10000000,54999651,44999651,41.0,131.0,49.0,0
22726,Mosquito Coast,1986,4,"Adventure, Drama, Thriller",117,USA,"English, Spanish",25000000,14302779,-10697221,37.0,106.0,49.0,0
22748,Dimensione terrore,1986,6,"Comedy, Horror, Sci-Fi",88,USA,English,5000000,591366,-4408634,178.0,152.0,62.0,0
22750,9 settimane e 1/2,1986,2,"Drama, Romance",117,USA,"English, Spanish",17000000,6735922,-10264078,49.0,133.0,50.0,0
22752,Nessuna pietà,1986,3,"Crime, Drama, Romance",106,USA,"English, French",14000000,12303904,-1696096,14.0,28.0,54.0,0
22786,Peggy Sue si è sposata,1986,2,"Comedy, Drama, Fantasy",103,USA,English,18000000,41488348,23488348,51.0,115.0,74.0,0
22798,Poltergeist II - L'altra dimensione,1986,8,Horror,91,USA,English,19000000,40996665,21996665,90.0,133.0,49.0,0
22800,Power - Potere,1986,9,Drama,111,USA,"English, Spanish, Yiddish",16000000,3800000,-12200000,10.0,18.0,50.0,0
22802,Bella in rosa,1986,9,"Comedy, Drama, Romance",97,USA,English,9000000,40471663,31471663,86.0,179.0,57.0,0
22825,I ragazzi del fiume,1986,2,"Crime, Drama",99,USA,English,1900000,4600000,2700000,51.0,131.0,73.0,0
22832,"Per favore, ammazzatemi mia moglie",1986,11,"Comedy, Crime",93,USA,English,13000000,71624879,58624879,33.0,85.0,78.0,1
22855,Lola Darling,1986,2,"Comedy, Romance",84,USA,English,175000,7137502,6962502,46.0,39.0,79.0,1
22858,Corto circuito,1986,12,"Comedy, Family, Sci-Fi",98,USA,English,9000000,40697761,31697761,52.0,113.0,50.0,0
22870,I guerrieri del sole,1986,5,"Action, Adventure, Drama",94,USA,English,25000000,1579260,-23420740,53.0,53.0,24.0,0
22875,Space Camp - Gravità zero,1986,1,"Adventure, Family, Sci-Fi",107,USA,English,18000000,9697739,-8302261,24.0,63.0,40.0,0
22879,Stand by Me - Ricordo di un'estate,1986,3,"Adventure, Drama",89,USA,English,8000000,52287414,44287414,132.0,696.0,75.0,1
22881,Rotta verso la Terra,1986,7,"Adventure, Comedy, Sci-Fi",119,USA,"English, Finnish",25000000,109713132,84713132,92.0,249.0,71.0,0
22897,Non aprite quella porta - Parte 2,1986,2,"Comedy, Horror",101,USA,English,4700000,8025872,3325872,151.0,285.0,42.0,0
22900,I tre amigos!,1986,4,"Comedy, Western",104,USA,"English, Spanish, German",25000000,39246734,14246734,58.0,156.0,52.0,0
22903,Top Gun,1986,9,"Action, Drama",110,USA,English,15000000,356830601,341830601,196.0,497.0,50.0,0
22905,Due tipi incorreggibili,1986,4,"Comedy, Crime",104,USA,English,10000000,21458229,11458229,20.0,33.0,54.0,0
22947,Cadaveri & compari,1986,2,"Comedy, Crime",100,USA,"English, Italian",13000000,8475466,-4524534,22.0,35.0,62.0,0
22976,Miracolo sull'8ª strada,1987,6,"Comedy, Family, Fantasy",106,USA,"English, Spanish",25000000,65088797,40088797,23.0,80.0,54.0,0
22979,Tutto quella notte,1987,6,"Adventure, Comedy, Crime",102,USA,English,7000000,34368475,27368475,56.0,148.0,45.0,0
23018,Barfly - Moscone da bar,1987,4,"Comedy, Drama, Romance",100,USA,English,3000000,3221568,221568,68.0,93.0,70.0,0
23022,La finestra della camera da letto,1987,10,"Crime, Mystery, Thriller",112,USA,English,8300000,12640385,4340385,26.0,38.0,45.0,0
23030,Beverly Hills Cop II - Un piedipiatti a Beverly Hills II,1987,10,"Action, Comedy, Crime",100,USA,English,28000000,299965036,271965036,61.0,116.0,48.0,0
23039,Appuntamento al buio,1987,9,"Comedy, Romance",95,USA,English,18000000,39337581,21337581,41.0,57.0,49.0,0
23046,Senza esclusione di colpi,1988,4,"Action, Biography, Drama",92,USA,English,1100000,11806119,10706119,90.0,255.0,29.0,0
23058,Dentro la notizia,1987,4,"Comedy, Drama, Romance",133,USA,"English, Spanish, French, German",20000000,67331309,47331309,62.0,142.0,84.0,1
23096,Creepshow 2,1987,8,"Fantasy, Horror",92,USA,English,3500000,14000000,10500000,126.0,137.0,39.0,0
23123,Il giustiziere della notte 4,1987,11,"Action, Crime, Drama",99,USA,English,5000000,6880310,1880310,63.0,104.0,46.0,0
23135,Dirty Dancing - Balli proibiti,1987,1,"Drama, Music, Romance",100,USA,English,6000000,217856315,211856315,111.0,466.0,65.0,0
23148,La retata,1987,3,"Comedy, Crime",106,USA,English,20000000,66673516,46673516,45.0,95.0,62.0,0
23160,L'impero del sole,1987,3,"Action, Drama, History",153,USA,"English, Japanese, Mandarin, Shanghainese",35000000,22238696,-12761304,64.0,349.0,62.0,0
23165,Ernesto guai in campeggio,1987,5,"Comedy, Family",92,USA,English,3000000,23509382,20509382,13.0,50.0,24.0,0
23169,La casa 2,1987,9,"Action, Comedy, Fantasy",84,USA,"English, Latin",3600000,5923044,2323044,292.0,596.0,72.0,0
23172,Ricercati: ufficialmente morti,1987,9,"Action, Crime, Drama",96,USA,"English, Spanish",22000000,11307844,-10692156,61.0,60.0,51.0,0
23176,Attrazione fatale,1987,1,"Drama, Thriller",119,USA,English,14000000,320145693,306145693,104.0,247.0,67.0,0
23209,"Good Morning, Vietnam",1987,10,"Biography, Comedy, Drama",121,USA,English,13000000,123922370,110922370,69.0,157.0,67.0,0
23230,Bigfoot e i suoi amici,1987,6,"Comedy, Family, Fantasy",110,USA,English,10000000,49998613,39998613,29.0,52.0,42.0,0
23245,Hiding Out,1987,11,"Comedy, Drama, Romance",98,USA,English,7000000,7019441,19441,15.0,30.0,47.0,0
23249,Hollywood Shuffle,1987,3,Comedy,78,USA,English,100000,5228617,5128617,21.0,40.0,74.0,0
23273,Salto nel buio,1987,12,"Action, Adventure, Comedy",120,USA,English,27000000,25893810,-1106190,79.0,95.0,66.0,0
23282,Ironweed,1987,3,Drama,143,USA,English,27000000,7393346,-19606654,30.0,50.0,56.0,0
23283,Ishtar,1987,12,"Action, Adventure, Comedy",107,USA,English,55000000,14375181,-40624819,54.0,148.0,52.0,0
23291,Lo squalo 4 - La vendetta,1987,12,"Adventure, Horror, Thriller",89,USA,English,23000000,51881013,28881013,102.0,447.0,15.0,0
23319,La Bamba,1987,10,"Biography, Drama, Music",108,USA,"English, Spanish",6500000,54215416,47715416,26.0,81.0,65.0,0
23329,Arma letale,1987,9,"Action, Crime, Thriller",109,USA,English,15000000,120207127,105207127,139.0,321.0,68.0,0
23361,Mannequin,1987,9,"Comedy, Fantasy, Romance",90,USA,English,6000000,42721196,36721196,31.0,122.0,21.0,0
23384,Scuola di mostri,1987,6,"Action, Comedy, Fantasy",79,USA,"English, German",12000000,3769990,-8230010,113.0,175.0,61.0,0
23388,Stregata dalla luna,1987,3,"Comedy, Drama, Romance",102,USA,"English, Italian, Latin",15000000,80640528,65640528,82.0,169.0,83.0,1
23403,Il buio si avvicina,1987,8,"Action, Crime, Drama",94,USA,English,5000000,3369307,-1630693,200.0,237.0,76.0,1
23412,Nightmare 3 - I guerrieri del sogno,1987,4,"Fantasy, Horror",96,USA,English,4500000,44793222,40293222,118.0,354.0,49.0,0
23416,La fine del gioco,1987,6,"Crime, Drama, Thriller",107,USA,English,8000000,2877571,-5122429,18.0,27.0,52.0,0
23418,Senza via di scampo,1987,12,"Action, Crime, Drama",114,USA,"English, Russian",15000000,35509515,20509515,72.0,125.0,77.0,1
23439,Over the Top,1987,2,"Action, Drama, Sport",93,USA,English,25000000,16057580,-8942420,47.0,155.0,40.0,0
23451,Ehi... ci stai?,1987,6,"Comedy, Crime, Drama",81,USA,English,15000000,13290368,-1709632,14.0,31.0,47.0,0
23456,Un biglietto in due,1987,5,"Comedy, Drama",93,USA,English,30000000,49530280,19530280,110.0,422.0,72.0,0
23468,Il signore del male,1987,3,Horror,102,USA,"English, Latin",3000000,14182492,11182492,193.0,262.0,50.0,0
23470,La storia fantastica,1987,3,"Adventure, Family, Fantasy",98,USA,English,16000000,30882762,14882762,218.0,859.0,77.0,1
23471,The Principal - Una classe violenta,1987,3,"Action, Crime, Drama",109,USA,English,11000000,19734940,8734940,16.0,59.0,37.0,0
23477,Fuga dal futuro - Danger Zone,1987,4,"Comedy, Drama, Sci-Fi",108,USA,"English, American Sign Language",18000000,21589395,3589395,19.0,36.0,61.0,0
23481,Radio Days,1987,5,Comedy,88,USA,"English, Spanish, Italian",16000000,14792779,-1207221,64.0,107.0,74.0,0
23484,Arizona Junior,1987,8,"Comedy, Crime",94,USA,English,6000000,29180280,23180280,75.0,314.0,68.0,0
23498,RoboCop,1987,10,"Action, Crime, Sci-Fi",102,USA,English,13000000,53424681,40424681,276.0,537.0,67.0,0
23503,Roxanne,1987,10,"Comedy, Romance",107,USA,English,12000000,40050884,28050884,59.0,95.0,73.0,0
23505,L'implacabile,1987,2,"Action, Sci-Fi, Thriller",101,USA,English,27000000,38122105,11122105,151.0,275.0,45.0,0
23518,Il segreto del mio successo,1987,10,"Comedy, Romance",111,USA,English,12000000,110996879,98996879,34.0,90.0,36.0,0
23546,Chi protegge il testimone,1987,3,"Crime, Drama, Romance",106,USA,English,17000000,10278549,-6721451,31.0,52.0,55.0,0
23548,Balle spaziali,1987,1,"Adventure, Comedy, Sci-Fi",96,USA,English,22700000,38119483,15419483,114.0,326.0,46.0,0
23555,Alba d'acciaio,1987,8,"Action, Adventure, Sci-Fi",101,USA,English,3520000,562187,-2957813,45.0,41.0,24.0,0
23590,Voglia di vincere 2,1987,11,"Comedy, Fantasy",95,USA,English,3000000,7888703,4888703,46.0,73.0,8.0,0
23599,L'ora della rivincita,1987,10,Comedy,97,USA,English,6000000,3685862,-2314138,74.0,108.0,36.0,0
23601,Getta la mamma dal treno,1987,2,"Comedy, Crime, Thriller",88,USA,English,14000000,57915972,43915972,39.0,87.0,56.0,0
23607,Tin Men - 2 imbroglioni con signora,1987,6,"Comedy, Drama",112,USA,English,11000000,25411386,14411386,26.0,48.0,75.0,1
23624,The Untouchables - Gli intoccabili,1987,10,"Crime, Drama, Thriller",119,USA,English,25000000,76270454,51270454,140.0,503.0,79.0,1
23642,Wall Street,1987,2,"Crime, Drama",126,USA,English,15000000,43848069,28848069,118.0,237.0,56.0,0
23652,Who's That Girl,1987,10,"Comedy, Music, Romance",92,USA,English,17000000,7305209,-9694791,20.0,75.0,27.0,0
23657,Le streghe di Eastwick,1987,10,"Comedy, Fantasy, Horror",118,USA,English,22000000,63766510,41766510,65.0,133.0,67.0,0
23689,Nico,1988,7,"Action, Crime, Drama",99,USA,"English, Spanish, Assyrian Neo-Aramaic",7500000,18869631,11369631,50.0,112.0,45.0,0
23693,Action Jackson,1988,10,"Action, Comedy, Crime",96,USA,English,7000000,20256975,13256975,51.0,78.0,36.0,0
23699,Alien nation,1988,2,"Action, Sci-Fi",91,USA,English,16000000,32155047,16155047,52.0,60.0,45.0,0
23731,Spiagge,1988,4,"Comedy, Drama, Music",123,USA,English,20000000,57041866,37041866,38.0,120.0,46.0,0
23735,Beetlejuice - Spiritello porcello,1988,9,"Comedy, Fantasy",92,USA,English,15000000,74270074,59270074,108.0,374.0,70.0,0
23739,Big,1988,9,"Comedy, Drama, Fantasy",104,USA,"English, Spanish",18000000,151927281,133927281,100.0,243.0,73.0,0
23743,Frenesie... militari,1988,7,"Comedy, Drama",106,USA,English,20000000,51684798,31684798,29.0,48.0,61.0,0
23744,Bird,1988,9,"Biography, Drama, Music",161,USA,English,9000000,2181286,-6818714,31.0,40.0,78.0,1
23766,Bull Durham - Un gioco a tre mani,1988,10,"Comedy, Romance, Sport",108,USA,English,7000000,50888729,43888729,87.0,137.0,73.0,0
23772,Due palle in buca,1988,7,"Comedy, Sport",98,USA,English,20000000,11798302,-8201698,11.0,89.0,7.0,0
23791,La bambola assassina,1988,6,"Fantasy, Horror, Thriller",87,USA,English,9000000,44196684,35196684,125.0,351.0,58.0,0
23800,Cocoon - Il ritorno,1988,2,"Adventure, Comedy, Mystery",116,USA,English,17500000,25024919,7524919,14.0,32.0,45.0,0
23801,Colors - colori di guerra,1988,5,"Action, Crime, Drama",120,USA,"English, Spanish",6000000,46616067,40616067,44.0,76.0,66.0,0
23803,Il principe cerca moglie,1988,9,"Comedy, Romance",116,USA,English,39000000,288752301,249752301,69.0,177.0,47.0,0
23811,Critters 2,1988,4,"Comedy, Horror, Sci-Fi",86,USA,English,4500000,3813293,-686707,52.0,66.0,48.0,0
23837,Scommessa con la morte,1988,1,"Action, Crime, Mystery",91,USA,English,31000000,37903295,6903295,54.0,146.0,46.0,0
23854,Trappola di cristallo,1988,9,"Action, Thriller",132,USA,"English, German, Italian, Japanese",28000000,141482154,113482154,295.0,925.0,72.0,0
23873,Otto uomini fuori,1988,6,"Drama, History, Sport",119,USA,English,6000000,5680515,-319485,45.0,95.0,71.0,0
23876,Una strega chiamata Elvira,1988,5,"Comedy, Horror",96,USA,English,7500000,5596267,-1903733,78.0,87.0,43.0,0
23882,Ernesto salva il Natale,1988,11,"Comedy, Family, Fantasy",95,USA,English,6000000,28202109,22202109,22.0,50.0,44.0,0
23909,Venerdì 13: parte VII - Il sangue scorre di nuovo,1988,5,"Horror, Thriller",88,USA,English,2800000,19170001,16370001,147.0,305.0,13.0,0
23915,L'allegra fattoria,1988,6,Comedy,101,USA,English,19000000,25537221,6537221,26.0,85.0,50.0,0
23933,Non è stata una vacanza... è stata una guerra,1988,6,Comedy,91,USA,English,24000000,43455230,19455230,25.0,109.0,24.0,0
23938,Grasso è bello,1988,9,"Comedy, Drama, Family",92,USA,English,2000000,6671108,4671108,54.0,66.0,77.0,1
23939,Halloween 4 - Il ritorno di Michael Myers,1988,10,"Horror, Thriller",88,USA,English,5000000,17768757,12768757,165.0,425.0,34.0,0
23972,"Scappa, scappa... poi ti prendo!",1988,2,"Action, Comedy, Crime",88,USA,English,3000000,13030057,10030057,33.0,60.0,48.0,0
23994,La grande promessa,1988,5,"Comedy, Sport",91,USA,English,22000000,17550399,-4449601,13.0,38.0,10.0,0
24024,Scarlatti - Il thriller,1988,4,"Fantasy, Horror, Mystery",113,USA,"English, Italian, Spanish, German",4700000,1705139,-2994861,177.0,92.0,70.0,0
24033,Licenza di guida,1988,6,Comedy,88,USA,English,8000000,22433275,14433275,35.0,69.0,36.0,0
24054,Poliziotto sadico,1988,8,"Action, Crime, Horror",85,USA,English,1100000,671382,-428618,205.0,115.0,40.0,0
24056,Una vedova allegra... ma non troppo,1988,5,"Comedy, Crime, Romance",104,USA,English,10000000,21486757,11486757,39.0,58.0,71.0,0
24070,Prima di mezzanotte,1988,10,"Action, Comedy, Crime",126,USA,English,30000000,81613606,51613606,89.0,265.0,78.0,1
24078,Mississippi Burning - Le radici dell'odio,1988,2,"Crime, Drama, History",128,USA,English,15000000,34603943,19603943,64.0,209.0,65.0,0
24081,Monkey Shines - Esperimento nel terrore,1988,10,"Drama, Horror, Sci-Fi",113,USA,English,7000000,5344577,-1655423,70.0,76.0,71.0,0
24093,Mystic Pizza,1988,3,"Comedy, Drama, Romance",104,USA,English,6000000,12793213,6793213,29.0,83.0,60.0,0
24094,Una pallottola spuntata,1988,3,"Comedy, Crime",85,USA,English,12000000,78756177,66756177,98.0,227.0,76.0,1
24112,Nightmare 4 - Il non risveglio,1988,2,Horror,93,USA,English,13000000,49369899,36369899,132.0,299.0,56.0,0
24120,Oliver & Company,1988,12,"Animation, Adventure, Comedy",74,USA,English,31000000,74151346,43151346,76.0,106.0,58.0,0
24147,Phantasm II,1988,8,"Action, Fantasy, Horror",97,USA,English,3000000,7282851,4282851,114.0,108.0,42.0,0
24162,Poltergeist III,1988,8,"Horror, Thriller",98,USA,English,10500000,14114488,3614488,79.0,127.0,40.0,0
