,title,year,month,genre,duration,country,language,avg_vote,votes,budget,gross,net_income,metascore
36627,Miss Detective,2000,3,"Action, Comedy, Crime",109,USA,"English, Russian, French, Hawaiian, Spanish",6.2,183055,45000000.0,212742720,167742720.0,43.0
36641,2046,2004,10,"Drama, Romance, Sci-Fi",129,"Hong Kong, China, France, Italy, Germany","Cantonese, Japanese, Mandarin",7.4,49774,12000000.0,19470239,7470239.0,78.0
36643,A.I. - Intelligenza artificiale,2001,10,"Drama, Sci-Fi",146,"USA, UK",English,7.2,286428,100000000.0,235926552,135926552.0,65.0
36649,Bride of the Wind,2001,1,"Biography, Drama, Music",99,"UK, Germany, Austria",English,5.6,613,12000000.0,318823,-11681177.0,35.0
36659,Groove,2000,10,"Drama, Music",86,USA,English,6.6,4009,500000.0,1162001,662001.0,54.0
36660,Hannibal,2001,2,"Crime, Drama, Thriller",131,"USA, UK, Italy","English, Italian, Japanese",6.8,250009,87000000.0,351692268,264692268.0,57.0
36664,Pearl Harbor,2001,6,"Action, Drama, History",183,USA,"English, Japanese, French",6.2,306993,140000000.0,449220945,309220945.0,44.0
36667,Rugrats in Paris: The Movie - Rugrats II,2000,11,"Animation, Adventure, Comedy",78,"Germany, USA","English, French",6.1,10997,30000000.0,103291131,73291131.0,62.0
36674,The Amati Girls,2000,1,Drama,91,USA,English,5.3,354,6000000.0,49136,-5950864.0,29.0
36694,The Ladies Man,2000,10,Comedy,84,USA,English,5.2,12293,24000000.0,13743212,-10256788.0,22.0
36756,Road Trip,2000,9,Comedy,93,USA,English,6.4,155391,16000000.0,119754278,103754278.0,55.0
36774,Bamboozled,2000,10,"Comedy, Drama, Music",135,USA,English,6.5,10255,10000000.0,2463650,-7536350.0,54.0
36784,Il nemico alle porte,2001,4,"Drama, History, War",131,"Ireland, UK, France, Germany, USA","English, German, Russian",7.6,238274,68000000.0,96976270,28976270.0,53.0
36809,Il 6° giorno,2000,1,"Action, Mystery, Sci-Fi",123,USA,English,5.9,115106,82000000.0,96085477,14085477.0,49.0
36835,Turn It Up,2000,9,"Crime, Drama, Action",86,USA,English,4.2,1138,13000000.0,1247949,-11752051.0,18.0
36837,Harrison's Flowers,2000,10,"Drama, Romance, War",130,France,"English, French, Serbian, Croatian",7.1,6008,8000000.0,3033646,-4966354.0,49.0
36877,Gangs of New York,2002,1,"Crime, Drama",167,"USA, Italy","English, Irish, Chinese, Latin",7.5,396984,100000000.0,193772504,93772504.0,72.0
36885,American School,2000,7,"Comedy, Romance",98,USA,English,5.3,26305,20000000.0,18404706,-1595294.0,35.0
36892,Pronti alla rissa,2000,6,"Comedy, Sport",107,USA,English,5.4,13403,24000000.0,12452362,-11547638.0,23.0
36903,Unbreakable - Il predestinato,2000,12,"Drama, Mystery, Sci-Fi",106,USA,English,7.3,380103,75000000.0,248118121,173118121.0,62.0
36920,An Everlasting Piece,2000,3,Comedy,103,USA,English,6.3,1580,14000000.0,75228,-13924772.0,56.0
36922,Le bianche tracce della vita,2000,7,"Drama, Romance, Western",120,"UK, France, Canada",English,6.4,5936,20000000.0,885836,-19114164.0,62.0
36936,Soul survivors - Altre vite,2001,5,"Horror, Mystery, Thriller",84,USA,English,3.9,8217,17000000.0,4299141,-12700859.0,20.0
36944,S.Y.N.A.P.S.E. - Pericolo in rete,2001,4,"Action, Crime, Drama",108,USA,English,6.1,28162,30000000.0,18195610,-11804390.0,31.0
36947,Campioni di razza,2000,4,Comedy,90,USA,English,7.4,54465,10000000.0,20789556,10789556.0,78.0
36949,Original Sin,2001,11,"Drama, Mystery, Romance",116,"France, Mexico, USA","English, German, Japanese, Latin, Spanish",6.1,53017,42000000.0,35402320,-6597680.0,33.0
36951,The Family Man,2000,1,"Comedy, Drama, Fantasy",125,USA,"English, Italian",6.8,101225,60000000.0,124745083,64745083.0,42.0
36972,Waydowntown,2000,9,Comedy,87,Canada,"English, French",6.7,1793,1000000.0,48333,-951667.0,63.0
36978,Dracula's Legacy - Il fascino del male,2000,3,"Action, Fantasy, Horror",99,USA,English,4.9,31598,54000000.0,47053625,-6946375.0,26.0
36980,The Gift - Il dono,2000,8,"Drama, Fantasy, Horror",112,USA,English,6.6,62370,10000000.0,44567606,34567606.0,62.0
36983,Faccia a faccia,2000,4,"Comedy, Family, Fantasy",104,USA,English,6.1,39692,65000000.0,110317580,45317580.0,45.0
36987,Magic Numbers,2000,11,"Comedy, Crime",105,"France, USA",English,5.0,9773,63000000.0,10890222,-52109778.0,31.0
36989,Bandits,2001,11,"Comedy, Crime, Drama",123,USA,English,6.5,64706,75000000.0,67631903,-7368097.0,60.0
36994,T come Tigro... e tutti gli amici di Winnie the Pooh,2000,4,"Animation, Comedy, Drama",77,"USA, Japan",English,6.3,16852,30000000.0,96159800,66159800.0,53.0
36995,Timecode,2000,4,"Drama, Romance",97,USA,English,6.0,6410,5000000.0,1431406,-3568594.0,65.0
37010,Halloween - La resurrezione,2002,6,"Horror, Thriller",94,USA,English,4.0,36584,13000000.0,37664855,24664855.0,19.0
37049,Blow,2001,9,"Biography, Crime, Drama",124,"USA, Mexico",English,7.6,236562,53000000.0,83282296,30282296.0,52.0
37052,Chopper,2000,8,"Biography, Crime, Drama",94,Australia,English,7.2,35762,5000000.0,236185,-4763815.0,65.0
37053,Christmas in the Clouds,2001,12,"Comedy, Family, Romance",96,USA,English,6.4,698,3000000.0,279225,-2720775.0,56.0
37057,Prigione di vetro,2001,1,"Crime, Drama, Mystery",106,USA,"English, Spanish, Greek",5.8,32222,30000000.0,23619609,-6380391.0,34.0
37074,ABCD,1999,11,Drama,105,USA,English,5.6,274,200000.0,83372,-116628.0,53.0
37112,Brother,2000,11,"Crime, Drama, Thriller",114,"USA, UK, Japan","English, Japanese, Italian, Spanish",7.2,21454,10000000.0,15250594,5250594.0,47.0
37137,Un sogno per domani,2000,3,Drama,123,USA,English,7.2,111363,40000000.0,55707411,15707411.0,40.0
37160,Angel Eyes - Occhi d'angelo,2001,11,"Drama, Romance",102,USA,English,5.6,22210,53000000.0,29715606,-23284394.0,39.0
37211,Chelsea Walls,2001,7,Drama,109,USA,English,5.2,1995,100000.0,60902,-39098.0,34.0
37212,Made - Due Imbroglioni a New York,2001,8,"Comedy, Crime, Drama",95,USA,"English, French",6.4,17026,5000000.0,5480653,480653.0,62.0
37226,The Score,2001,10,"Action, Crime, Drama",124,"Germany, Canada, USA","English, French",6.8,119173,68000000.0,114252154,46252154.0,71.0
37231,Spy Kids,2001,8,"Action, Adventure, Comedy",88,USA,"English, Spanish",5.5,106395,35000000.0,147934180,112934180.0,71.0
37237,Codice 51,2001,12,"Action, Comedy, Crime",93,"UK, Canada",English,6.3,47258,27000000.0,12881605,-14118395.0,23.0
37260,Everything Put Together,2000,7,Drama,87,USA,English,6.2,643,100000.0,8741,-91259.0,63.0
37262,Fantasmi da Marte,2001,9,"Action, Horror, Sci-Fi",98,USA,English,4.9,50317,28000000.0,14010832,-13989168.0,35.0
37280,Rapimento e riscatto,2000,3,"Action, Drama, Thriller",135,USA,"English, Spanish, Russian, Italian, French",6.2,54367,65000000.0,62761005,-2238995.0,45.0
37283,I fiumi di porpora,2000,10,"Crime, Horror, Mystery",106,France,French,6.9,57008,14000000.0,60103680,46103680.0,49.0
37299,Il libro segreto delle streghe: Blair Witch 2,2000,12,"Adventure, Fantasy, Horror",90,USA,"English, German",3.9,35248,15000000.0,47737094,32737094.0,15.0
37324,Atlantis - L'impero perduto,2001,12,"Animation, Action, Adventure",95,USA,"English, French, Spanish",6.9,101439,120000000.0,186053725,66053725.0,52.0
37326,Indiavolato,2000,11,"Comedy, Fantasy",93,"USA, Germany","English, Spanish, Russian",6.0,95303,48000000.0,90383208,42383208.0,49.0
37354,The Others,2001,9,"Horror, Mystery, Thriller",101,"Spain, USA, France, Italy, UK",English,7.6,330588,17000000.0,209947037,192947037.0,74.0
37370,Sweet November - Dolce novembre,2001,4,"Drama, Romance",119,USA,English,6.7,84353,40000000.0,65754228,25754228.0,27.0
37385,Crocodile Dundee 3,2001,8,"Action, Adventure, Comedy",92,"Australia, USA",English,4.8,23190,21150000.0,39438674,18288674.0,37.0
37386,Deuces Wild. I guerrieri di New York,2002,5,"Action, Crime, Drama",96,"USA, Germany",English,5.7,6905,10000000.0,6282446,-3717554.0,16.0
37394,Down to Earth,2001,2,"Comedy, Fantasy",87,"Germany, Canada, Australia, USA",English,5.5,21389,49000000.0,71186502,22186502.0,32.0
37418,Fast and Furious,2001,9,"Action, Crime, Thriller",106,"USA, Germany","English, Spanish",6.8,341160,38000000.0,214474595,176474595.0,58.0
37433,La rapina,2001,2,"Action, Comedy, Crime",125,USA,English,6.0,43235,62000000.0,18720175,-43279825.0,21.0
37448,Danni collaterali,2002,2,"Action, Drama, Thriller",108,"USA, Mexico","English, Spanish",5.5,71131,85000000.0,78382433,-6617567.0,33.0
37484,Matrix Reloaded,2003,5,"Action, Sci-Fi",138,USA,"English, French",7.2,506036,150000000.0,741847890,591847890.0,62.0
37491,Novocaine,2001,11,"Comedy, Crime, Drama",95,USA,"English, French",5.8,10580,8000000.0,2534372,-5465628.0,45.0
37513,Il sogno di una estate,2001,8,"Comedy, Drama, Romance",104,USA,English,5.1,15006,34000000.0,19772447,-14227553.0,21.0
37556,Salton Sea - Incubi e menzogne,2002,6,"Crime, Drama, Mystery",103,USA,English,7.1,29317,18000000.0,1073198,-16926802.0,41.0
37592,Josie and the Pussycats,2001,7,"Comedy, Music",98,"Canada, USA",English,5.4,21409,39000000.0,14866015,-24133985.0,47.0
37597,The Mexican - Amore senza la sicura,2001,4,"Adventure, Comedy, Crime",123,"USA, Mexico","English, Spanish",6.1,101689,57000000.0,147845033,90845033.0,43.0
37605,Il sarto di Panama,2001,6,"Comedy, Drama, Thriller",109,"USA, Ireland","English, Spanish",6.1,27528,21000000.0,28008462,7008462.0,66.0
37630,Il patto dei lupi,2001,11,"Action, Adventure, Drama",142,France,"French, German, Italian",7.0,61834,29000000.0,70752904,41752904.0,57.0
37633,La promessa,2001,10,"Crime, Drama, Mystery",124,USA,English,6.8,52538,35000000.0,29419291,-5580709.0,71.0
37648,Il mandolino del capitano Corelli,2001,11,"Drama, Music, Romance",131,"UK, France, USA","English, Greek, German, Italian",5.9,32547,57000000.0,62112895,5112895.0,36.0
37654,God's Army,2000,3,Drama,108,USA,English,6.4,1021,300000.0,2637726,2337726.0,38.0
37662,Equilibrium,2002,7,"Action, Drama, Sci-Fi",107,USA,English,7.4,308150,20000000.0,5368217,-14631783.0,33.0
37665,La regina dei dannati,2002,5,"Drama, Fantasy, Horror",101,"USA, Australia",English,5.3,51708,35000000.0,45479110,10479110.0,30.0
37678,The Dangerous Lives of Altar Boys,2002,10,"Comedy, Drama",104,USA,English,7.0,13031,12000000.0,2036599,-9963401.0,69.0
37681,Double Take,2001,7,"Action, Comedy, Crime",88,USA,"English, Spanish",5.5,7990,24000000.0,31603059,7603059.0,25.0
37690,La nobildonna e il duca,2001,9,"Drama, History, Romance",129,"France, Germany",French,6.9,2524,39000000.0,1128137,-37871863.0,72.0
37700,Come cani & gatti,2001,10,"Action, Comedy, Family",87,"USA, Australia",English,5.1,55612,60000000.0,200687492,140687492.0,47.0
37726,Assatanata,2001,5,"Comedy, Crime, Romance",90,"USA, Australia","English, Thai",5.9,38264,22000000.0,26086706,4086706.0,22.0
37727,Dimmi che non è vero,2001,6,"Comedy, Romance",95,USA,English,5.0,12492,25000000.0,12320393,-12679607.0,21.0
37730,I marciapiedi di New York,2001,2,"Comedy, Romance",108,USA,English,6.4,6375,1000000.0,3520373,2520373.0,49.0
37738,Tosca,2001,4,"Musical, Drama",126,"Italy, France, UK, Germany",Italian,7.0,405,53000000.0,1125058,-51874942.0,70.0
37739,Una rondine fa primavera,2001,5,"Comedy, Drama",103,France,French,6.6,1865,25000000.0,12812396,-12187604.0,64.0
37751,Il dottor Dolittle 2,2001,8,"Comedy, Family, Fantasy",87,USA,English,4.7,41189,70000000.0,176104344,106104344.0,49.0
37752,Kung Pow,2002,7,"Action, Comedy",81,"USA, Hong Kong, Mexico, Taiwan",English,6.2,43031,10000000.0,16994625,6994625.0,14.0
37755,Le quattro piume,2002,10,"Action, Adventure, Drama",132,"UK, USA",English,6.5,32187,35000000.0,29882645,-5117355.0,49.0
37756,Freddy Got Fingered,2001,4,Comedy,87,USA,English,4.6,45503,14000000.0,14343028,343028.0,13.0
37765,Ocean's Eleven - Fate il vostro gioco,2001,12,"Crime, Thriller",116,USA,"English, Italian, Cantonese",7.7,504464,85000000.0,450717150,365717150.0,74.0
37772,Serendipity - Quando l'amore è magia,2001,12,"Comedy, Romance",90,"USA, Canada","English, French",6.9,102107,28000000.0,77516304,49516304.0,52.0
37773,Slackers,2002,2,"Comedy, Romance",86,"Canada, USA",English,5.4,13652,14000000.0,6413915,-7586085.0,12.0
37778,La fiera della vanità,2004,3,Drama,141,"USA, UK, India","English, French, German",6.2,20889,23000000.0,19463185,-3536815.0,53.0
37785,Chocolat,2000,2,"Drama, Romance",121,"UK, USA","English, French",7.2,175310,25000000.0,152699946,127699946.0,64.0
37792,Harry Potter e la pietra filosofale,2001,12,"Adventure, Family, Fantasy",152,"UK, USA",English,7.6,625097,125000000.0,1001985848,876985848.0,64.0
37804,Un ragazzo tutto nuovo,2002,8,Comedy,88,USA,English,5.9,33220,13000000.0,31167388,18167388.0,24.0
37816,L'intrigo della collana,2001,3,"Drama, History, Romance",118,USA,English,6.1,4991,30000000.0,1198113,-28801887.0,42.0
37821,"Fatti, strafatti e strafighe",2000,6,"Comedy, Mystery, Sci-Fi",83,USA,"English, Japanese, French",5.5,132973,13000000.0,73180723,60180723.0,30.0
37822,Ferite mortali,2001,3,"Action, Crime, Thriller",101,"USA, Canada",English,5.6,31636,50000000.0,79958599,29958599.0,39.0
37824,Harvard Man,2001,8,"Comedy, Crime, Drama",99,USA,English,4.9,4167,5500000.0,56653,-5443347.0,49.0
37829,L.I.E.,2001,11,"Crime, Drama",97,USA,English,7.1,9454,700000.0,1846059,1146059.0,73.0
37837,Matrix Revolutions,2003,11,"Action, Sci-Fi",129,USA,"English, French",6.8,439565,150000000.0,427344064,277344064.0,47.0
37846,Valentine - Appuntamento con la morte,2001,2,"Horror, Mystery, Thriller",96,USA,English,4.9,24630,29000000.0,36684136,7684136.0,18.0
37851,L'uomo che non c'era,2001,11,"Crime, Drama",116,"UK, USA","English, Italian, French",7.5,102236,20000000.0,18916623,-1083377.0,73.0
37855,Il diario di Bridget Jones,2001,10,"Comedy, Drama, Romance",97,"UK, France, USA",English,6.7,219944,25000000.0,281929795,256929795.0,66.0
37860,Dust,2001,4,"Drama, Romance, Western",127,"UK, Germany, Italy, Republic of North Macedonia","English, Macedonian, German, Turkish",6.6,2140,11000000.0,108698,-10891302.0,41.0
37865,Mercy Streets,2000,12,"Action, Drama, Crime",106,USA,English,5.3,505,600000.0,173599,-426401.0,28.0
37871,L'apparenza inganna,2001,10,Comedy,84,France,French,7.0,16401,95130000.0,50104745,-45025255.0,72.0
37879,Stuart Little 2,2002,8,"Animation, Adventure, Comedy",77,USA,English,5.5,49301,120000000.0,169956806,49956806.0,66.0
37885,Wet Hot American Summer,2001,4,"Comedy, Romance",97,USA,English,6.6,53402,5000000.0,295206,-4704794.0,42.0
37886,40 giorni & 40 notti,2002,5,"Comedy, Romance",96,"USA, UK, France",English,5.6,69669,17000000.0,95146283,78146283.0,53.0
37892,Italiano per principianti,2000,5,"Comedy, Drama, Romance",118,"Denmark, Sweden","Danish, Italian, English",7.0,12650,1000000.0,16350876,15350876.0,77.0
37900,Gli ultimi fuorilegge,2001,3,"Action, Western",94,USA,English,6.0,13782,35000000.0,13678913,-21321087.0,25.0
37904,Never Again,2001,3,"Comedy, Romance",98,USA,English,6.3,775,500000.0,307631,-192369.0,30.0
37912,Codice: Swordfish,2001,9,"Action, Crime, Thriller",99,USA,"English, German",6.5,174509,102000000.0,147080413,45080413.0,32.0
37920,Dark Blue World,2001,9,"War, Drama, Action",112,"Czech Republic, UK, Germany, Denmark, Italy, France, USA","Czech, German, English, Slovak",7.2,5464,5000000.0,2381183,-2618817.0,56.0
37922,Eu Tu Eles,2000,8,"Comedy, Drama",104,Brazil,Portuguese,6.9,1724,1900000.0,560943,-1339057.0,66.0
37935,Pavilion of Women,2001,8,"Drama, Romance, War",116,"China, USA","English, Mandarin",5.9,950,5000000.0,36992,-4963008.0,26.0
37948,Qualcuno come te,2001,6,"Comedy, Romance",97,USA,English,6.1,23187,23000000.0,38689940,15689940.0,32.0
37952,Charlotte Gray,2001,6,"Drama, Romance, Thriller",121,"UK, Australia, Germany",English,6.4,10509,20000000.0,5323109,-14676891.0,48.0
37958,Desert Vampires,2001,6,"Action, Horror, Thriller",90,USA,English,5.3,8248,15000000.0,8704851,-6295149.0,35.0
37967,The Next Big Thing,2001,11,"Comedy, Romance, Drama",87,USA,English,5.8,220,1500000.0,14600,-1485400.0,47.0
37971,P.S. Your Cat Is Dead!,2002,8,Comedy,92,USA,English,5.4,601,2000000.0,28454,-1971546.0,33.0
37976,"Sposami, Kate!",2001,3,"Comedy, Drama, Romance",108,"UK, Germany","English, French",5.8,3587,6000000.0,3695710,-2304290.0,37.0
37977,La città incantata,2001,4,"Animation, Adventure, Family",125,Japan,Japanese,8.6,626693,19000000.0,355467056,336467056.0,96.0
37983,Windtalkers,2002,6,"Action, Drama, War",134,USA,"English, Navajo, Japanese",6.1,64627,115000000.0,77628265,-37371735.0,51.0
37986,Y tu mamá también - Anche tua madre,2001,11,Drama,106,Mexico,Spanish,7.6,113683,2000000.0,33616692,31616692.0,88.0
37989,I 13 spettri,2001,3,"Fantasy, Horror",91,"USA, Canada",English,5.6,77992,42000000.0,68467960,26467960.0,30.0
37993,Le avventure di Joe Dirt,2001,4,"Adventure, Comedy, Drama",91,USA,English,6.0,50515,17700000.0,30987695,13287695.0,20.0
37996,Amores perros,2000,3,"Drama, Thriller",154,Mexico,Spanish,8.1,219283,2000000.0,20908467,18908467.0,83.0
38001,Il monaco,2003,8,"Action, Comedy, Fantasy",104,"USA, Canada","English, Tibetan, Punjabi, German",5.5,47286,52000000.0,37713879,-14286121.0,40.0
38008,Montecristo,2002,5,"Action, Adventure, Drama",131,"UK, USA, Ireland, Switzerland",English,7.8,126871,35000000.0,75395048,40395048.0,61.0
38037,Lucky Break,2001,12,"Comedy, Crime, Romance",107,"UK, Germany, USA",English,6.1,2105,6000000.0,2572403,-3427597.0,48.0
38056,The 24th Day,2004,5,Thriller,92,USA,English,6.5,3469,1000000.0,14460,-985540.0,29.0
38064,La morte può attendere,2002,2,"Action, Adventure, Thriller",133,"UK, USA","English, Korean, Cantonese, Spanish, German, Icelandic, Italian, Arabic",6.1,201580,142000000.0,431971116,289971116.0,56.0
